,ReportNormId,ReportNormName
620,1180,Chênh lệch tỷ giá ngoại tệ kinh doanh
621,1181,Thu khác
622,1182,Chi phí từ hoạt động kinh doanh vàng và ngoại hối
623,1183,Chi từ kinh doanh ngoại tệ giao ngay
624,1184,Chi từ kinh doanh vàng
625,1185,Chi từ các công cụ phái sính tiền tệ
626,1186,Chênh lệch tỷ giá ngoại tệ kinh doanh
627,1187,Chi khác
628,1188,Lãi thuần từ hoạt động mua bán chứng khoán kinh doanh
629,1189,Thu nhập do mua bán chứng khoán kinh doanh
630,1190,Chi phí mua bán chứng khoán kinh doanh
631,1191,(Trích lập)/Hoàn nhập dự phòng giảm giá chứng khoán kinh doanh
632,1192,Khác
633,1193,Lãi thuần từ hoạt động mua bán chứng khoán đầu tư
634,1194,Thu nhập do mua bán chứng khoán đầu tư
635,1195,Chi phí mua bán chứng khoán đầu tư
636,1196,(Trích lập)/Hoàn nhập dự phòng giảm giá chứng khoán đầu tư
637,1197,Khác
638,1198,"Thu nhập từ góp vốn, mua cổ phần và thu nhập cổ tức"
639,1199,"Cổ tức nhận được trong kỳ từ góp vốn, mua cổ phần"
640,1200,Trong đó: + Từ chứng khoán Vốn kinh doanh
641,1201,               + Từ chứng khoán Vốn đầu tư
642,1202,"               + Từ góp vốn, đầu tư dài hạn"
643,1203,"Phân chia lãi/lỗ theo phương pháp vốn CSH của các khoản đầu tư vào các công ty liên doanh, liên kết "
644,1204,Các khoản thu nhập khác
645,1205,Chi phí quản lý chung (Chi phí hoạt động)
646,1206,"-Chi nộp thuế và các khoản phí, lệ phí"
647,1207,-Chi phí cho nhân viên:
648,1208,Trong đó: + Chi lương và phụ cấp
649,1209,               + Các khoản chi đóng góp theo lương
650,1210,               + Chi trợ cấp
651,1211,               + Chi khác cho nhân viên
652,1212,-Chi về tài sản
653,1213,Trong đó: Chi phí khấu hao
654,1214,-Chi cho hoạt động quản lý công vụ
655,1215,Trong đó: +Công tác phí
656,1216,               +Chi về hoạt động đoàn thể của TCTD
657,1217,-Chi phí bảo hiểm tiền gửi của khách hàng
658,1218,-Dự phòng giảm giá các khoản đầu tư dài hạn và chi phí dự phòng nợ khó đòi
659,1219,-Chi phí quản lý (hoạt động) khác
660,1220,-(Hoàn nhập)/Trích lập chi phí dự phòng cho tài sản có khác
661,1221,Chi phí dự phòng rủi ro tín dụng
662,1222,Hoàn nhập dự phòng chung tiền gửi và cho vay các TCTD khác
663,1223,Trích lập dự phòng cụ thể  tiền gửi  và cho vay các tổ chức tín dụng khác
664,1224,Trích lập dự phòng chung cho vay khách hàng
665,1225,Trích lập dự phòng cụ thể cho vay khách hàng
666,1226,Trích lập dự phòng trái phiếu đặc biệt VAMC
667,1227,Hoàn nhập dự phòng rủi ro cho các cam kết ngoại bảng
668,1228,Dự phòng khác
669,1229,Thu nhập từ hoạt động khác
670,1230,Nợ xấu đã được xử lý
671,1231,"Chuyển nhượng, thanh lý tài sản"
672,1232,Công cụ phái sinh khác
673,1233,Thanh lý Quyền sử dụng đất và TSCĐ khác
674,1234,"Thu hồi nợ xấu,nợ đã xử lý,  nợ đã xóa sổ trước đây"
675,1235,Thu từ hoạt động kinh doanh bất động sản
676,1236,Thu từ hoạt động ủy thác
677,1237,Thu từ nghiệp vụ mua bán nợ
678,1238,Hoàn nhập dự phòng
679,1239,Khác
680,1240,Chi phí từ hoạt động khác
681,1241,Công cụ phái sinh khác
682,1242,"Chuyển nhượng, thanh lý tài sản"
683,1243,Chi từ nghiệp vụ mua bán nợ
684,1244,Chi công tác xã hội
685,1245,Chi phí thu hồi nợ
686,1246,Khác
687,1247,III. THÔNG TIN BỔ SUNG CHO MỘT SỐ KHOẢN MỤC TRÌNH BÀY TRONG LƯU CHUYỂN TIỀN TỆ
688,1248,Tiền và các khoản tương đương tiền
689,1249,Tiền mặt và các khoản tương đương tiền tại quỹ
690,1250,Tiền gửi tại NHNN
691,1251,"Tiền, ngoại hối gửi tại các TCTD khác"
692,1252,+ Không kỳ hạn
693,1253,+ Có kỳ hạn không quá 3 tháng
694,1254,Chứng khoán có thời hạn thu hồi hoặc đáo hạn không quá 3 tháng kể từ ngày mua
695,1255,Mua mới và thanh lý các công ty con
696,1256,Tổng giá trị mua hoặc thanh lý
697,1257,Phần giá trị mua hoặc thanh lý được thanh toán bằng tiền và các khoản tương đương tiền
698,1258,Số tiền và các khoản tương đương tiền thực có trong công ty con hoặc đơn vị kinh doanh khác được mua hoặc thanh lý
699,1259,IV. MỘT SỐ THÔNG TIN KHÁC
700,1260,Thu nhập nhân viên của ngân hàng
701,1261,Số lượng nhân viên
702,1262,Thu nhập nhân viên
703,1263,Tổng quỹ lương
704,1264,Thưởng
705,1265,Thu nhập khác
706,1266,Tổng thu nhập
707,1267,Lương bình quân người/tháng
708,1268,Thu nhập bình quân người/tháng
709,1269,Tình hình thực hiện nghĩa vụ với ngân sách nhà nước
710,1270,Thuế giá trị gia tăng
711,1271,Thuế TNDN
712,1272,Thuế Thu nhập Cá nhân
713,1273,Thuế xuất nhập khẩu
714,1274,Thuế tài nguyên
715,1275,Thuế sử dụng vốn NSNN
716,1276,Thuế tiêu thụ đặc biệt
717,1277,Thuế nhà - đất
718,1278,Các loại thuế khác
719,1279,Các khoản phải nộp khác
720,1280,Tài sản thế chấp của khách hàng mà ngân hàng đang nắm giữ
721,1281,Bất động sản
722,1282,Động sản
723,1283,"Máy móc, thiết bị"
724,1284,Phương tiện vận tải
725,1285,Hàng tồn kho
726,1286,Giấy tờ có giá
727,1287,-Trong đó: Giấy tờ có giá do doanh nghiệp phát hành
728,1288,Khác
729,1289,"Tài sản, GTCG đưa đi thế chấp, cầm cố và chiết khấu, tái chiết khấu"
730,1290,Chứng khoán kinh doanh
731,1291,Chứng khoán đầu tư
732,1292,Tài sản cố định
733,1293,Tài sản khác
734,1294,Nghĩa vụ nợ tiềm ẩn và các cam kết đưa ra
735,1295,Cam kết nghiệp vụ thư tín dụng (L/C)
736,1296,Bảo lãnh vay vốn
737,1297,Bảo lãnh thanh toán
738,1298,Bảo lãnh thực hiện hợp đồng
739,1299,Bảo lãnh dự thầu
740,1300,Các bảo lãnh khác
741,1301,Cam kết giao dịch hối đoái
742,1302,Cam kết giao dịch hoán đổi
743,1303,Hợp đồng mua bán giấy tờ có giá
744,1304,Cam kết khác
745,1305,Công cụ tài chính
746,1306,Giá trị ghi sổ - Công cụ tài chính
747,1307,Tổng tài sản tài chính
748,1308,"Tiền mặt, vàng bạc đá quý"
749,1309,Tiền gửi tại NHNN
750,1310,Tiền gửi và cho vay các TCTD khác
751,1311,Chứng khoán kinh doanh
752,1312,Công cụ tài chính phái sinh và các tài sản tài chính khác
753,1313,Cho vay khách hàng
754,1314,Chứng khoán đầu tư
755,1315,Đầu tư dài hạn khác
756,1316,Các khoản phải thu
757,1317,"Các khoản lãi, phí phải thu"
758,1318,Tài sản Có khác
759,1319,Công nợ tài chính
760,1320,Tiền gửi và vay từ NHNN và các TCTD khác
761,1321,Các khoản nợ chính phủ và NHNN
762,1322,Tiền gửi và vay các TCTD khác
763,1323,Tiền gửi của khách hàng
764,1324,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
765,1325,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
766,1326,Phát hành giấy tờ có giá
767,1327,"Các khoản lãi, phí phải trả"
768,1328,Các khoản phải trả và công nợ khác
769,1329,Giá trị hợp lý - Công cụ tài chính
770,1330,Tổng tài sản tài chính
771,1331,"Tiền mặt, vàng bạc đá quý"
772,1332,Tiền gửi tại NHNN
773,1333,Tiền gửi và cho vay các TCTD khác
774,1334,Chứng khoán kinh doanh
775,1335,Công cụ tài chính phái sinh và các tài sản tài chính khác
776,1336,Cho vay khách hàng
777,1337,Chứng khoán đầu tư
778,1338,Đầu tư dài hạn khác
779,1339,Các khoản phải thu
780,1340,"Các khoản lãi, phí phải thu"
781,1341,Tài sản Có khác
782,1342,Công nợ tài chính
783,1343,Tiền gửi và vay từ NHNN và các TCTD khác
784,1344,Các khoản nợ chính phủ và NHNN
785,1345,Tiền gửi và vay các TCTD khác
786,1346,Tiền gửi của khách hàng
787,1347,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
788,1348,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
789,1349,Phát hành giấy tờ có giá
790,1350,"Các khoản lãi, phí phải trả"
791,1351,Các khoản phải trả và công nợ khác
792,1352,Rủi ro tiền tệ
793,1353,Rủi ro tiền tệ - EUR quy đổi
794,1354,Tổng tài sản 
795,1355,"Tiền mặt, vàng bạc đá quý"
796,1356,Tiền gửi tại NHNN
797,1357,Tiền gửi và cho vay các TCTD khác
798,1358,Chứng khoán kinh doanh
799,1359,Công cụ tài chính phái sinh và các tài sản tài chính khác
800,1360,Cho vay khách hàng
801,1361,Chứng khoán  đầu tư
802,1362,"Góp vốn, đầu tư dài hạn"
803,1363,Tài sản cố định
804,1364,Bất động sản đầu tư
805,1365,Tài sản Có khác
806,1366,Nợ phải trả và vốn  chủ sở hữu
807,1367,Tiền gửi và vay từ NHNN và các TCTD khác
808,1368,Các khoản nợ chính phủ và NHNN
809,1369,Tiền gửi và vay các TCTD khác
810,1370,Tiền gửi của khách hàng
811,1371,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
812,1372,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
813,1373,Phát hành giấy tờ có giá
814,1374,Các khoản nợ khác
815,1375,Vốn và các quỹ
816,1376,Trạng thái tiền tệ nội bảng
817,1377,Trạng thái tiền tệ ngoại bảng
818,1378,"Trạng thái tiền tệ nội, ngoại bảng"
819,1379,Rủi ro tiền tệ - USD quy đổi
820,1380,Tổng tài sản 
821,1381,"Tiền mặt, vàng bạc đá quý"
822,1382,Tiền gửi tại NHNN
823,1383,Tiền gửi và cho vay các TCTD khác
824,1384,Chứng khoán kinh doanh
825,1385,Công cụ tài chính phái sinh và các tài sản tài chính khác
826,1386,Cho vay khách hàng
827,1387,Chứng khoán  đầu tư
828,1388,"Góp vốn, đầu tư dài hạn"
829,1389,Bất động sản đầu tư
830,1390,Tài sản cố định
831,1391,Tài sản Có khác
832,1392,Nợ phải trả và vốn  chủ sở hữu
833,1393,Tiền gửi và vay từ NHNN và các TCTD khác
834,1394,Các khoản nợ chính phủ và NHNN
835,1395,Tiền gửi và vay các TCTD khác
836,1396,Tiền gửi của khách hàng
837,1397,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
838,1398,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
839,1399,Phát hành giấy tờ có giá
840,1400,Các khoản nợ khác
841,1401,Vốn và các quỹ
842,1402,Trạng thái tiền tệ nội bảng
843,1403,Trạng thái tiền tệ ngoại bảng
844,1404,"Trạng thái tiền tệ nội, ngoại bảng"
845,1405,Rủi ro tiền tệ - VND
846,1406,Tổng tài sản 
847,1407,"Tiền mặt, vàng bạc đá quý"
848,1408,Tiền gửi tại NHNN
849,1409,Tiền gửi và cho vay các TCTD khác
850,1410,Chứng khoán kinh doanh
851,1411,Công cụ tài chính phái sinh và các tài sản tài chính khác
852,1412,Cho vay khách hàng
853,1413,Chứng khoán  đầu tư
854,1414,"Góp vốn, đầu tư dài hạn"
855,1415,Tài sản cố định
856,1416,Bất động sản đầu tư
857,1417,Tài sản Có khác
858,1418,Nợ phải trả và vốn  chủ sở hữu
859,1419,Tiền gửi và vay từ NHNN và các TCTD khác
860,1420,Các khoản nợ chính phủ và NHNN
861,1421,Tiền gửi và vay các TCTD khác
862,1422,Tiền gửi của khách hàng
863,1423,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
864,1424,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
865,1425,Phát hành giấy tờ có giá
866,1426,Các khoản nợ khác
867,1427,Vốn và các quỹ
868,1428,Trạng thái tiền tệ nội bảng
869,1429,Trạng thái tiền tệ ngoại bảng
870,1430,"Trạng thái tiền tệ nội, ngoại bảng"
871,1431,Rủi ro tiền tệ - Các ngoại tệ khác
872,1432,Tổng tài sản 
873,1433,"Tiền mặt, vàng bạc đá quý"
874,1434,Tiền gửi tại NHNN
875,1435,Tiền gửi và cho vay các TCTD khác
876,1436,Chứng khoán kinh doanh
877,1437,Công cụ tài chính phái sinh và các tài sản tài chính khác
878,1438,Cho vay khách hàng
879,1439,Chứng khoán  đầu tư
880,1440,"Góp vốn, đầu tư dài hạn"
881,1441,Tài sản cố định
882,1442,Bất động sản đầu tư
883,1443,Tài sản Có khác
884,1444,Nợ phải trả và vốn  chủ sở hữu
885,1445,Tiền gửi và vay từ NHNN và các TCTD khác
886,1446,Các khoản nợ chính phủ và NHNN
887,1447,Tiền gửi và vay các TCTD khác
888,1448,Tiền gửi của khách hàng
889,1449,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
890,1450,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
891,1451,Phát hành giấy tờ có giá
892,1452,Các khoản nợ khác
893,1453,Vốn và các quỹ
894,1454,Trạng thái tiền tệ nội bảng
895,1455,Trạng thái tiền tệ ngoại bảng
896,1456,"Trạng thái tiền tệ nội, ngoại bảng"
897,1457,Rủi ro tiền tệ - Tổng cộng
898,1458,Tổng tài sản 
899,1459,"Tiền mặt, vàng bạc đá quý"
900,1460,Tiền gửi tại NHNN
901,1461,Tiền gửi và cho vay các TCTD khác
902,1462,Chứng khoán kinh doanh
903,1463,Công cụ tài chính phái sinh và các tài sản tài chính khác
904,1464,Cho vay khách hàng
905,1465,Chứng khoán  đầu tư
906,1466,"Góp vốn, đầu tư dài hạn"
907,1467,Tài sản cố định
908,1468,Bất động sản đầu tư
909,1469,Tài sản Có khác
910,1470,Nợ phải trả và vốn chủ sở hữu
911,1471,Tiền gửi và vay từ NHNN và các TCTD khác
912,1472,Các khoản nợ chính phủ và NHNN
913,1473,Tiền gửi và vay các TCTD khác
914,1474,Tiền gửi của khách hàng
915,1475,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
916,1476,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
917,1477,Phát hành giấy tờ có giá
918,1478,Các khoản nợ khác
919,1479,Vốn và các quỹ
920,1480,Trạng thái tiền tệ nội bảng
921,1481,Trạng thái tiền tệ ngoại bảng
922,1482,"Trạng thái tiền tệ nội, ngoại bảng"
923,1483,Rủi ro lãi suất
924,1484,Rủi ro lãi suất - Không chịu lãi
925,1485,Tổng Tài sản
926,1486,"Tiền mặt, vàng bạc đá quý"
927,1487,Tiền gửi tại NHNN
928,1488,Tiền gửi và cho vay các TCTD khác
929,1489,Chứng khoán kinh doanh
930,1490,Công cụ tài chính phái sinh và các tài sản tài chính khác
931,1491,Cho vay khách hàng
932,1492,Chứng khoán  đầu tư
933,1493,"Góp vốn, đầu tư dài hạn"
934,1494,Tài sản cố định
935,1495,Bất động sản đầu tư
936,1496,Tài sản Có khác
937,1497,Tổng Nợ phải trả
938,1498,Tiền gửi và vay từ NHNN và các TCTD khác
939,1499,Các khoản nợ chính phủ và NHNN
940,1500,Tiền gửi và cho vay các TCTD khác
941,1501,Tiền gửi của khách hàng
942,1502,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
943,1503,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
944,1504,Phát hành giấy tờ có giá
945,1505,Các khoản nợ khác
946,1506,Chênh lệch nhạy cảm với lãi suất nội bảng
947,1507,Chênh lệch nhạy cảm với lãi suất ngoại bảng
948,1508,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
949,1509,Rủi ro lãi suất - Quá hạn
950,1510,Tổng Tài sản
951,1511,"Tiền mặt, vàng bạc đá quý"
952,1512,Tiền gửi tại NHNN
953,1513,Tiền gửi và cho vay các TCTD khác
954,1514,Chứng khoán kinh doanh
955,1515,Công cụ tài chính phái sinh và các tài sản tài chính khác
956,1516,Cho vay khách hàng
957,1517,Chứng khoán  đầu tư
958,1518,"Góp vốn, đầu tư dài hạn"
959,1519,Tài sản cố định
960,1520,Bất động sản đầu tư
961,1521,Tài sản Có khác
962,1522,Tổng Nợ phải trả
963,1523,Tiền gửi và vay từ NHNN và các TCTD khác
964,1524,Các khoản nợ chính phủ và NHNN
965,1525,Tiền gửi và cho vay các TCTD khác
966,1526,Tiền gửi của khách hàng
967,1527,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
968,1528,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
969,1529,Phát hành giấy tờ có giá
970,1530,Các khoản nợ khác
971,1531,Chênh lệch nhạy cảm với lãi suất nội bảng
972,1532,Chênh lệch nhạy cảm với lãi suất ngoại bảng
973,1533,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
974,1534,Rủi ro lãi suất - Quá hạn trên 3 tháng
975,1535,Tổng Tài sản
976,1536,"Tiền mặt, vàng bạc đá quý"
977,1537,Tiền gửi tại NHNN
978,1538,Tiền gửi và cho vay các TCTD khác
979,1539,Chứng khoán kinh doanh
980,1540,Công cụ tài chính phái sinh và các tài sản tài chính khác
981,1541,Cho vay khách hàng
982,1542,Chứng khoán  đầu tư
983,1543,"Góp vốn, đầu tư dài hạn"
984,1544,Tài sản cố định
985,1545,Bất động sản đầu tư
986,1546,Tài sản Có khác
987,1547,Tổng Nợ phải trả
988,1548,Tiền gửi và vay từ NHNN và các TCTD khác
989,1549,Các khoản nợ chính phủ và NHNN
990,1550,Tiền gửi và cho vay các TCTD khác
991,1551,Tiền gửi của khách hàng
992,1552,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
993,1553,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
994,1554,Phát hành giấy tờ có giá
995,1555,Các khoản nợ khác
996,1556,Chênh lệch nhạy cảm với lãi suất nội bảng
997,1557,Chênh lệch nhạy cảm với lãi suất ngoại bảng
998,1558,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
999,1559,Rủi ro lãi suất - Quá hạn đến 3 tháng
1000,1560,Tổng Tài sản
1001,1561,"Tiền mặt, vàng bạc đá quý"
1002,1562,Tiền gửi tại NHNN
1003,1563,Tiền gửi và cho vay các TCTD khác
1004,1564,Chứng khoán kinh doanh
1005,1565,Công cụ tài chính phái sinh và các tài sản tài chính khác
1006,1566,Cho vay khách hàng
1007,1567,Chứng khoán  đầu tư
1008,1568,"Góp vốn, đầu tư dài hạn"
1009,1569,Tài sản cố định
1010,1570,Bất động sản đầu tư
1011,1571,Tài sản Có khác
1012,1572,Tổng Nợ phải trả
1013,1573,Tiền gửi và vay từ NHNN và các TCTD khác
1014,1574,Các khoản nợ chính phủ và NHNN
1015,1575,Tiền gửi và cho vay các TCTD khác
1016,1576,Tiền gửi của khách hàng
1017,1577,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1018,1578,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1019,1579,Phát hành giấy tờ có giá
1020,1580,Các khoản nợ khác
1021,1581,Chênh lệch nhạy cảm với lãi suất nội bảng
1022,1582,Chênh lệch nhạy cảm với lãi suất ngoại bảng
1023,1583,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
1024,1584,Rủi ro lãi suất - Trong hạn đến 01 tháng
1025,1585,Tổng Tài sản
1026,1586,"Tiền mặt, vàng bạc đá quý"
1027,1587,Tiền gửi tại NHNN
1028,1588,Tiền gửi và cho vay các TCTD khác
1029,1589,Chứng khoán kinh doanh
1030,1590,Công cụ tài chính phái sinh và các tài sản tài chính khác
1031,1591,Cho vay khách hàng
1032,1592,Chứng khoán  đầu tư
1033,1593,"Góp vốn, đầu tư dài hạn"
1034,1594,Tài sản cố định
1035,1595,Bất động sản đầu tư
1036,1596,Tài sản Có khác
1037,1597,Tổng Nợ phải trả
1038,1598,Tiền gửi và vay từ NHNN và các TCTD khác
1039,1599,Các khoản nợ chính phủ và NHNN
1040,1600,Tiền gửi và cho vay các TCTD khác
1041,1601,Tiền gửi của khách hàng
1042,1602,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1043,1603,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1044,1604,Phát hành giấy tờ có giá
1045,1605,Các khoản nợ khác
1046,1606,Chênh lệch nhạy cảm với lãi suất nội bảng
1047,1607,Chênh lệch nhạy cảm với lãi suất ngoại bảng
1048,1608,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
1049,1609,Rủi ro lãi suất - Trong hạn từ 01-03 tháng
1050,1610,Tổng Tài sản
1051,1611,"Tiền mặt, vàng bạc đá quý"
1052,1612,Tiền gửi tại NHNN
1053,1613,Tiền gửi và cho vay các TCTD khác
1054,1614,Chứng khoán kinh doanh
1055,1615,Công cụ tài chính phái sinh và các tài sản tài chính khác
1056,1616,Cho vay khách hàng
1057,1617,Chứng khoán  đầu tư
1058,1618,"Góp vốn, đầu tư dài hạn"
1059,1619,Tài sản cố định
1060,1620,Bất động sản đầu tư
1061,1621,Tài sản Có khác
1062,1622,Tổng Nợ phải trả
1063,1623,Tiền gửi và vay từ NHNN và các TCTD khác
1064,1624,Các khoản nợ chính phủ và NHNN
1065,1625,Tiền gửi và cho vay các TCTD khác
1066,1626,Tiền gửi của khách hàng
1067,1627,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1068,1628,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1069,1629,Phát hành giấy tờ có giá
1070,1630,Các khoản nợ khác
1071,1631,Chênh lệch nhạy cảm với lãi suất nội bảng
1072,1632,Chênh lệch nhạy cảm với lãi suất ngoại bảng
1073,1633,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
1074,1634,Rủi ro lãi suất - Trong hạn từ 03-06 tháng
1075,1635,Tổng Tài sản
1076,1636,"Tiền mặt, vàng bạc đá quý"
1077,1637,Tiền gửi tại NHNN
1078,1638,Tiền gửi và cho vay các TCTD khác
1079,1639,Chứng khoán kinh doanh
1080,1640,Công cụ tài chính phái sinh và các tài sản tài chính khác
1081,1641,Cho vay khách hàng
1082,1642,Chứng khoán  đầu tư
1083,1643,"Góp vốn, đầu tư dài hạn"
1084,1644,Tài sản cố định
1085,1645,Bất động sản đầu tư
1086,1646,Tài sản Có khác
1087,1647,Tổng Nợ phải trả
1088,1648,Tiền gửi và vay từ NHNN và các TCTD khác
1089,1649,Các khoản nợ chính phủ và NHNN
1090,1650,Tiền gửi và cho vay các TCTD khác
1091,1651,Tiền gửi của khách hàng
1092,1652,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1093,1653,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1094,1654,Phát hành giấy tờ có giá
1095,1655,Các khoản nợ khác
1096,1656,Chênh lệch nhạy cảm với lãi suất nội bảng
1097,1657,Chênh lệch nhạy cảm với lãi suất ngoại bảng
1098,1658,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
1099,1659,Rủi ro lãi suất - Trong hạn từ 06-12 tháng
1100,1660,Tổng Tài sản
1101,1661,"Tiền mặt, vàng bạc đá quý"
1102,1662,Tiền gửi tại NHNN
1103,1663,Tiền gửi và cho vay các TCTD khác
1104,1664,Chứng khoán kinh doanh
1105,1665,Công cụ tài chính phái sinh và các tài sản tài chính khác
1106,1666,Cho vay khách hàng
1107,1667,Chứng khoán  đầu tư
1108,1668,"Góp vốn, đầu tư dài hạn"
1109,1669,Tài sản cố định
1110,1670,Bất động sản đầu tư
1111,1671,Tài sản Có khác
1112,1672,Tổng Nợ phải trả
1113,1673,Tiền gửi và vay từ NHNN và các TCTD khác
1114,1674,Các khoản nợ chính phủ và NHNN
1115,1675,Tiền gửi và cho vay các TCTD khác
1116,1676,Tiền gửi của khách hàng
1117,1677,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1118,1678,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1119,1679,Phát hành giấy tờ có giá
1120,1680,Các khoản nợ khác
1121,1681,Chênh lệch nhạy cảm với lãi suất nội bảng
1122,1682,Chênh lệch nhạy cảm với lãi suất ngoại bảng
1123,1683,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
1124,1684,Rủi ro lãi suất - Trong hạn từ 01-05 năm
1125,1685,Tổng Tài sản
1126,1686,"Tiền mặt, vàng bạc đá quý"
1127,1687,Tiền gửi tại NHNN
1128,1688,Tiền gửi và cho vay các TCTD khác
1129,1689,Chứng khoán kinh doanh
1130,1690,Công cụ tài chính phái sinh và các tài sản tài chính khác
1131,1691,Cho vay khách hàng
1132,1692,Chứng khoán  đầu tư
1133,1693,"Góp vốn, đầu tư dài hạn"
1134,1694,Tài sản cố định
1135,1695,Bất động sản đầu tư
1136,1696,Tài sản Có khác
1137,1697,Tổng Nợ phải trả
1138,1698,Tiền gửi và vay từ NHNN và các TCTD khác
1139,1699,Các khoản nợ chính phủ và NHNN
1140,1700,Tiền gửi và cho vay các TCTD khác
1141,1701,Tiền gửi của khách hàng
1142,1702,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1143,1703,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1144,1704,Phát hành giấy tờ có giá
1145,1705,Các khoản nợ khác
1146,1706,Chênh lệch nhạy cảm với lãi suất nội bảng
1147,1707,Chênh lệch nhạy cảm với lãi suất ngoại bảng
1148,1708,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
1149,1709,Rủi ro lãi suất - Trong hạn trên 05 năm
1150,1710,Tổng Tài sản
1151,1711,"Tiền mặt, vàng bạc đá quý"
1152,1712,Tiền gửi tại NHNN
1153,1713,Tiền gửi và cho vay các TCTD khác
1154,1714,Chứng khoán kinh doanh
1155,1715,Công cụ tài chính phái sinh và các tài sản tài chính khác
1156,1716,Cho vay khách hàng
1157,1717,Chứng khoán  đầu tư
1158,1718,"Góp vốn, đầu tư dài hạn"
1159,1719,Tài sản cố định
1160,1720,Bất động sản đầu tư
1161,1721,Tài sản Có khác
1162,1722,Tổng Nợ phải trả
1163,1723,Tiền gửi và vay từ NHNN và các TCTD khác
1164,1724,Các khoản nợ chính phủ và NHNN
1165,1725,Tiền gửi và cho vay các TCTD khác
1166,1726,Tiền gửi của khách hàng
1167,1727,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1168,1728,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1169,1729,Phát hành giấy tờ có giá
1170,1730,Các khoản nợ khác
1171,1731,Chênh lệch nhạy cảm với lãi suất nội bảng
1172,1732,Chênh lệch nhạy cảm với lãi suất ngoại bảng
1173,1733,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
1174,1734,Rủi ro lãi suất - Tổng cộng
1175,1735,Tổng Tài sản
1176,1736,"Tiền mặt, vàng bạc đá quý"
1177,1737,Tiền gửi tại NHNN
1178,1738,Tiền gửi và cho vay các TCTD khác
1179,1739,Chứng khoán kinh doanh
1180,1740,Công cụ tài chính phái sinh và các tài sản tài chính khác
1181,1741,Cho vay khách hàng
1182,1742,Chứng khoán  đầu tư
1183,1743,"Góp vốn, đầu tư dài hạn"
1184,1744,Tài sản cố định
1185,1745,Bất động sản đầu tư
1186,1746,Tài sản Có khác
1187,1747,Tổng Nợ phải trả
1188,1748,Tiền gửi và vay từ NHNN và các TCTD khác
1189,1749,Các khoản nợ chính phủ và NHNN
1190,1750,Tiền gửi và cho vay các TCTD khác
1191,1751,Tiền gửi của khách hàng
1192,1752,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
